Substance_id	Substance_Name	Allergic_Patients	Medicines_Containing
6254	Clofoctol	0	1
573	Nintedanib	0	66
2796	Betulae Folium, Solidaginis Herba, Orthosiphon Folium	0	1
3043	Bryonia Dil. D30, Bryonia Dil. D200, Bryonia Dil. D1000, Bryonia Cretica Dil. D12	0	1
3290	Capsicum Oleoresin	0	2
3537	Cerebellum Bovis Gl Dil. D8 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D8 (Hab, Vs. 41a), Epiphysis Bovis Gl Dil. D8 (Hab, Vs. 41a), Labyrinthus Bovis Gl Dil. D8 (Hab, Vs. 41a), Medulla Oblongata Bovis Gl Dil. D8 (Hab, Vs. 41a), Nervus Statoacusti	0	1
4063	Selenicereus Grandiflorus Ø, Spigelia Anthelmia Dil. D2, Convallaria Majalis Dil. D4, Urginea Maritima Dil. D4, Crataegus Mother Tincture	0	1
4310	Furazidine	0	19
1131	Trifolium Pratense L.	0	15
5577	Roxadustat	0	1
5824	Promethazine Hydrochloride, Polysorbate 20, Meglumine Benzoate	0	1
6071	Myrtol Stand.	0	1
6318	Collinsonia Canadensis D4, Paeonia Officinalis D3, Acidum Nitricum D6, Hamamelis Virginiana D3, Lycopodium Clavatum D5, Strychnos Nux-Vomica D4, Aesculus Hippocastanum D2, Sulfur D5	0	1
637	Fluticasone, Salmeterol	0	6
2860	Dry Extract From Purple Coneflower Root (6-7:1), Extraction Solvent: Ethanol 30% (V/V)	0	2
3107	Calcium, Cholecalciferol Concentrate	0	2
3354	Technetium (99mtc) Sestamibi	0	3
3601	Chamomilla Recutita E Radice Ferm 33c Dil. D2 (Hab, Vs. 33c), Nicotiana Tabacum E Foliis Ferm 33b Dil. D5 (Hab, Vs. 33b)	0	1
4127	Ascorbic Acid, Paracetamol, Pseudoephedrine Sulphate	0	1
4374	Zanamivir	0	4
3665	Potassium Chloride, Glucose	0	23
1195	Mussel	0	7
5641	Levonorgestrel, Estradiol Hemihydrate	0	3
5888	Fosfomycin Disodium	0	2
6135	Ginkgo Biloba Dil. D 4	0	2
6382	Algeldrate, Hepatitis A Virus Antigen (Inactivated)	0	4
701	Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D4	0	1
2924	Chorionic Gonadotrophin	0	2
3171	Calcitonin	0	3
3418	Fenofibrate	0	92
4191	Crataegus D12, Crataegus Dil. D30, Crataegus Dil. D200	0	1
4438	Lidocaine Hydrochloride Monohydrate, Macrogol Lauryl Ether, Tincture Of Matricaria	0	1
1529	Ketazolam	0	4
6469	Heparin Sodium, Dexpanthenol	0	4
6716	Hypericum Auro Cultum Rh Dil. D2	0	1
6963	Mepartricin	0	3
7210	Sepia Officinalis Trit. D4, Strychnos Ignatii Trit. D 4, Stannum Metallicum Trit. D12, Lachesis Trit. D12, Sanguinaria Canadensis Trit. D3, Simarouba Cedron Trit. D4, Sulfur Trit. D4	0	1
7457	Inclisiran	0	1
7704	Potassium Chloride Ph. Eur., Sodium Chloride, Sodium Hydrogen Carbonate Pheur, Macrogol 3350	0	1
7951	Natrium Tetrachloroauratum D8, Mercurius Solubilis Hahnemanni D8, Potassium Iodide D8, Sodium Nitrate D6, Sodium Sulfate Anhydrous D4, Dipotassium Phosphate D6	0	1
8198	Dexpanthenol, Nicotinamide, Pyridoxine, Riboflavin, Thiamine	0	2
8445	Diprophylline	0	1
8692	Apocynum Cannabinum Dil. D 2	0	1
8939	Bellis Perennis D2, Chamomilla D3, Echinacea D2, Hypericum Perforatum D2, Mercurius Solubilis Hahnemanni D6, Achillea Millefolium D3, Atropa Bella-Donna D2, Calendula Officinalis D2, Aconitum Napellus D2, Arnica Montana D2, Hepar Sulfuris D6, Symphytum Of	0	2
9186	Pentazocine Hydrochloride Bp	0	1
9433	Pneumococcal Polysaccharide Serotype 4, Pneumococcal Polysaccharide Serotype 6b, Pneumococcal Polysaccharide Serotype 9v, Pneumococcal Polysaccharide Serotype 14, Pneumococcal Polysaccharide Serotype 18c, Pneumococcal Polysaccharide Serotype 19f, Pneumoco	0	3
9680	Hyoscyamus Niger Ex Herba Ferm 33d Ø (Hab, Vs. 33d), Myocardium Bovis Gl Dil. D7 (Hab, Vs. 41c), Quarz, Ölauszug Aus Hypericum Perforatum, Herba Rec. (4:1) Auszugsmittel: Raffiniertes Erdnussöl, Primula Veris E Floribus W 5% (Hab, Vs. 12g Mit Raffiniertem	0	1
9927	Rauwolfia Serpentina, Ethanol. Decoctum Ø	0	1
10174	Rosuvastatin, Omega-3-Acid Ethyl Esters 90	0	2
10421	Cassia Senna L. Folium	0	1
10668	Betulae Folium, Sambuci Flos, Restharrow Root, Petroselinum Crispum Root, Polygoni Avicularis Herba, Urticae Herba, Arctostaphylos Uva-Ursi Leaf, Millefolii Herba	0	1
10915	Talazoparib	0	1
11162	Copper, Iron, Manganese	0	4
11409	Tetanus Toxoid, Aluminium Hydroxide	0	2
11656	Iodixanol	0	4
11903	Rhubarb, Agrimoniae Herba, Marrubium Vulgare, Menthae Piperitae Herba	0	1
294	Aconitum Napellus E Tubere Ferm 33c Dil. D2 (Hab, Vs. 33c), Bryonia Cretica Ferm 33b Dil. D2, Cinchona Succirubra E Cortice Ferm 35b Dil. D1 (Hab, Vs. 35b), Eucalyptus Globulus E Foliis Ferm 33d Dil. D1 (Hab, Vs. 33d), Eupatorium Cannabinum Ex Herba Ferm 	0	1
1593	Chlorhexidine Gluconate, Dexpanthenol	0	3
6533	Strophanthus Gratus Dil. D4, Cytisus Scoparius D3, Selenicereus Grandiflorus D2, Spigelia Anthelmia D5, Urginea Maritima Dil. D4, Crataegus Dil. D2	0	1
6780	Dextromethorphan Hydrobromide, Doxylamine Hydrogen Succinate, Paracetamol	0	3
7027	Hexetidine, 2-Propanol (Ph. Eur.), 1-Propanol	0	2
7274	Zapomeran	0	1
7521	Aesculus Hippocastanum Dil. D3, Collinsonia Canadensis Dil D 3, Hamamelis Virginiana Dil. D 2, Lycopodium Clavatum D5, Sulfur Dil. D5	0	1
7768	Magnesium Oxide, Heavy, Magnesium Citrate, Pyridoxine Hydrochloride	0	2
8015	Methylmethacrylate	0	1
8262	Anhydrous Naloxone Hydrochloride	0	3
8509	Norethandrolone	0	1
8756	Levomenthol, Cajuput Oil, Eucalyptus Oil, Juniper Oil, Methyl Salicylate, Mint Oil, Caryophylli Floris Aetheroleum	0	1
9003	Oxytocin Synthetic	0	2
9250	Asa Foetida Trit. D 4, Bellis Perennis Trit: D 2, Calcium Sulfuricum Trit. D 3, Hepar Sulfuris Trit. D 3, Myristica Sebifera D3	0	1
9497	Hydrocortisone, Standardised Bacterial Culture Suspension	0	2
9744	Conium Maculatum Dil. D 4, Lytta Vesicatoria Dil. D 4, Selenium Amorphum Dil D8, Nasturtium Officinale, Herba (Ø 33 %) D4, Delphinium Staphisagria Spag. Peka Dil. D4, Ononis Spinosa Mother Tincture, Acidum Sulfuricum Dil. D4	0	1
9991	Ren Suis D10, Ren Suis D200, Ren Suis D30	0	1
10238	Nitroglycerinum Dil. D3, Apocynum Cannabinum Mother Tincture, Crataegus Mother Tincture, Cytisus Scoparius Mother Tincture, Lilium Lancifolium Mother Tincture, Veratrum Viride Dil. D2, Gelsemium Sempervirens Dil. D2, Cheiranthus Cheiri Mother Tincture	0	1
10485	Dry Extract (3-6:1) Of Gentian Root, Primula Flowers, Sorrel Herb, Elder Flowers, Vervaine Herb (1:3:3:3:3), Extracting Agent: Ethanol 51% (M/M)	0	11
10732	Mecetronium Etilsulfate, 2-Propanol (Ph. Eur.), 1-Propanol	0	2
10979	Temsirolimus	0	2
11226	Insulin Degludec	0	4
11473	Vardenafil Hydrochloride Trihydrate	0	1
11720	Beremagene Geperpavec	0	1
11967	Argentum Nitricum D10, Hepar Sulfuris D10, Hydrargyrum Biiodatum D8, Mucosa Nasalis Suis D8, Pulsatilla Pratensis D2, Sinusitis Nosode D13, Luffa Operculata D6, Euphorbium D3	0	1
358	Pioglitazone	0	35
1657	Doxazosin	0	65
6597	Levomenthol, Coal Tar Solution, Ethereal Oil, Borax	0	1
6844	Ispaghula Seed	0	2
7091	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Tryptophan, Potassium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Lysine Hydr	0	7
7338	Pefloxacin Mesilate	0	1
7585	Flumetasone Pivalate	0	3
7832	Senna Pods, Alexandrian	0	2
8079	Hydroxyethylcellulose Ph. Eur., Sodium Chloride Ph. Eur.	0	1
8326	Pressed Juice From Fresh Lemon Balm Herb (1: 0.68 – 0.90)	0	1
8573	Amylase, Protease, Rizolipase	0	1
8820	Valine, Alanine, Arginine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Aspartic Acid, Glutamic Acid, Glycine, Histidine Hydrochloride Monohydrate, Omega-3-Acid Triglycerides, Sodium Dihydrogen Phosphate Dihydrate, Tryptopha	0	1
9067	Paraffin	0	1
9314	Cinnarizine, Piracetam	0	3
9561	Letermovir	0	1
9808	Pulmo Suis D10, Pulmo Suis D200, Pulmo Suis D30	0	1
10055	Rezafungin Acetate	0	1
10302	Acidum L(+)-Lacticum D2	0	1
10549	Boric Acid, Sodium Borate	0	1
10796	Nicotiana Tabacum E Foliis Ferm 33b Dil. D9 (Hab, Vs. 33b), Strophanthus Kombe E Semine Ferm 35b Dil. D5 (Hab, Vs. 35b), Plumbum Mellitum Dil. D14 Aquos. (Hab, Vs. 6)	0	1
11043	Disulfiram, Dipentamethylenethiuram Disulfide, Thiram, Tetramethylthiuram Monosulfide	0	2
11290	Juglans Regia E Foliis Et Pericarpiis Trit. D 2	0	1
11537	Tincture From Wormwood Herb 1:5	0	1
11784	Olipudase Alfa	0	1
12031	Diphenylguanidine	0	1
422	Adenosine	0	28
1721	Turnera Diffusa Dil D4, Panax Ginseng Dil. D 4, Barium Iodatum Dil. D4, Selenium D6, Delphinium Staphisagria Dil. D4, Strychnos Nux-Vomica Dil. D30, Vitex Agnus-Castus Dil. D4, Acidum Phosphoricum D6	0	1
6661	Kalium Iodatum D12, Stibium Sulfuratum Aurantiacum D12, Polygala Senega D8	0	2
6908	Hydroquinine Hydrobromide	0	1
7155	Cheese Mixture	0	1
7402	Drospirenone, Ethinylestradiol Betadex Clathrate	0	2
7649	Lutetium Lu-177	0	1
7896	Essential Oil From Melissa Officinalis Leaf (Up To 536 Mg), Inula Helenium Root (Up To 714 Mg), Angelica Archangelica Root (Up To 714 Mg), Zingiber Officinale Root (Up To 714 Mg), Syzygium Aromaticum Flower (Up To 285 Mg), Alpinia Officinarum Root (Up To 	0	1
8143	Rufloxacin Hydrochloride	0	1
8390	Chloroxylenol, Propylene Glycol, Eosine	0	1
8637	Aluminium-Kalium-Sulfuricum D4, Echinacea D1, Euphorbium D6, Gelsemium Sempervirens D6	0	1
8884	Phleum Pratense Pollen Extract, Festuca Pratensis Pollen Extract, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Dactylis Glomerata Pollen Extract	0	1
9131	Strychnos Nux-Vomica Dil. D4, Artemisia Absinthium Ø, Apomorphinum Hydrochloricum Dil. D8, Semecarpus Anacardium Dil. D2	0	1
9378	Levomenthol, Pine Needle Oil, Eucalyptus Oil	0	1
9625	Wall Pellitory	0	1
9872	Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 34b), Hamamelis Virginiana E Foliis Ferm 33d Ø (Hab, Vs. 33d), Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab, Vs. 23a)	0	1
10119	Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium (S)-Lactate 60%	0	1
10366	Levomenthol, Eucalyptus Oil, Thyme Oil, Turpentine Oil	0	1
10613	Sodium, Chloride Ion, Hydrogen Carbonate	0	1
10860	Fluocinolone Acetonide, Bismuth Subgallate, Lidocaine Hydrochloride	0	1
11107	Aprotinin, Calcium Chloride, Human Fibrinogen, Human Thrombin, Human Coagulation Factor Xiii	0	2
11354	Solidago Virgaurea Mother Tincture, Colchicum Autumnale Dil. D2, Nasturtium Officinale Dil. D1	0	1
11601	Camphor, Racemic, Salicylic Acid, Viperae Beri Venenum, Turpentine Essential Oil	0	1
11848	Tazobactam, Ceftolozane	0	1
486	Glycerol	0	216
1250	Felis Domesticus	0	4
1744	Quinine Sulfate Dihydrate	0	1
1991	Dorzolamide, Timolol	0	95
2238	Bacillus Cereus E Volumine Ex Muris Cellulae (Lyophil., Steril.) D6	0	1
2485	Lycopodium Trit. D2, Urtica (Hab 34) Ø (Hab, V. 2a), Berberis Vulgaris Mother Tincture	0	1
756	Loratadine	0	183
3752	Reslizumab	0	1
1314	Glycine, L-Lysine Acetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Phenylalanine, L-Alanine	0	2
1808	Pipecuronium Bromide	0	2
2055	Hydroxyzine Hydrochloride	0	46
2302	Menthol, Camphor, Methyl Salicylate, Turpentine Essential Oil	0	1
2549	Betamethasone Valerate Bp	0	1
820	Aspergillus Fumigatus (405)	0	3
3816	Lidocaine Hydrochloride Monohydrate, Clodronate Disodium	0	3
1378	Talc, Zinc Oxide	0	1
1872	Arnica, Planta Tota Rh Dil. D3, Levisticum Officinale Rh Dil. D3, Apis Mellifica 42b Dil. D2 Aquos.	0	1
2119	Euphrasia 3c D6, Hydrargyrum Bichloratum D15, Argentum Nitricum D6, Atropa Bella-Donna D6	0	1
2366	Gentamicin, Betamethasone	0	18
143	Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate	0	1
2613	Eucalyptus Leaf	0	2
884	Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale	0	2
3880	Clopidogrel Hydrogen Sulfate, Acetylsalicylic Acid	0	2
1442	Glucosamine Sulfate	0	20
1936	Manidipine Dihydrochloride	0	32
2183	Dry Extract Of Rhapontic Rhubarb Root Der (16 - 26 : 1), Extraction Solvent: Aqueous Calcium Hydroxide Solution (Calcium Oxide : Water 1: 38 (M/M))	0	5
2430	Gemcitabine	0	76
207	Zoledronic Acid	0	62
2677	Kalium Chloratum D6, Natrium Phosphoricum D6, Calcium Sulfuricum D6, Acidum Silicicum D12, Calcarea Phosphorica D6, Natrium Chloratum D6, Ferrum Phosphoricum D12	0	1
948	Palonosetron	0	34
3944	Dihydrocodeine Tartrate	0	19
4461	Phleum Pratense Pollen, Depigmented Polymerized Extract, Festuca Elatior Pollen, Depigmented Polymerized Extract, Dactylis Glomerata Pollen, Depigmented Polymerized Extract, Poa Pratensis Pollen, Depigmented Polymerized Extract, Lolium Perenne Pollen, Dep	0	1
4708	Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b), Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D7 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Hypophysis Bovis Gl Dil. D7 (Hab, Vs. 41a), Nico	0	1
4955	Citrullus Colocynthis D12, Ranunculus Bulbosus D4, Rhus Toxicodendron D30, Arsenicum Album D12	0	1
5202	Triclabendazole	0	1
4525	Lactic Acid Ph. Eur., 2-Propanol (Ph. Eur.), 1-Propanol	0	3
4772	Doxycycline	0	78
5019	Drospirenone	0	10
5266	Pimecrolimus	0	2
4589	Ferric Derisomaltose	0	6
4836	Liquid Paraffin	0	26
5083	Aluminium Formate	0	1
5330	Enalapril, Lercanidipine	0	7
4653	Caraway Fruit, Rhamnus Frangula L. Cortex, Menthae Piperitae Folium, Refined And Standardized Dry Extract Of Milk Thistle Fruit (24-27:1), Extraction Solvent: Acetone And Water (95:5), Taraxacum Officinale Root	0	1
4900	Acidum Nitricum D12, Acidum Phosphoricum D12, Calcium Iodatum D12, Ferrum Iodatum D12, Sulfur Iodatum D12	0	1
5147	Tincture Extract From Fresh Purple Coneflower Herb (1:7.5-14.6), Extraction Solvent: Ethanol 65% V/V, Tincture From Fresh Purple Coneflower Root (1:7.1-12.5), Extraction Solvent: Ethanol 65% V/V	0	1
5394	Magnesium Hydroxide, Simeticone Emulsion, Aluminium Hydroxide	0	1
3967	Chelidonium Majus E Floribus Ferm 34b Ø (Hab, Vs. 34b), Colchicum Autumnale E Planta Tota Ferm 34c Ø (Hab, Vs. 34c)	0	1
4214	Coumarin	0	1
1035	Olea Europaea L.	0	27
5481	Hippocastani Seminis Extractum Spissum	0	1
5728	Chlorphenamine Maleate, Tramazoline Hydrochloride	0	2
5975	Gadobutrol	0	14
6222	Syzygium Cumini Mother Tincture	0	2
541	Metoclopramide Hydrochloride Monohydrate	0	46
2764	Mepyramine Maleate Ph. Eur.	0	2
3011	Dry Extract Of Thyme (7-13:1), Extraction Solvent: Water, Liquid Extract From Marshmallow Root (1:13), Extraction Solvent: Water	0	3
3258	Indapamide, Candesartan Cilexetil	0	8
3505	Dry Extract From Celery Seed, Extraction Solvent: Ethanol 50% V/V	0	1
4031	Pyrantel Embonate	0	8
4278	Dry Extract From Bearberry Leaf (3,5-5,5:1), Extraction Solvent: Ethanol 60% (V/V)	0	6
4472	Flupentixol Hydrochloride	0	4
4719	Discus Intervertebralis Suis D10, Discus Intervertebralis Suis D200, Discus Intervertebralis Suis D30	0	1
4966	Ammi Visnaga D4, Kalium Iodatum D4, Lobelia Inflata D4, Aconitum Napellus D4, Mentholum D4, Datura Stramonium D4, Drosera D4, Convallaria Majalis D4	0	1
5213	Ferrous Gluconate Hydrate Ph.Eur.	0	2
4536	Oxybutynin Hydrochloride	0	58
4783	Amylocaine Hydrochloride	0	1
5030	Pentetic Acid, Technetium-99mtc-Dtpa	0	1
5277	Alfatradiol	0	2
4600	Nifuroxazide	0	9
4847	Doxycycline Bp	0	2
5094	Paraffin, Light Liquid, Paraffin White Soft, Wool Fat, Anhydrous	0	1
5341	Chloroxine	0	1
4664	Digoxin	0	45
4911	Delphinium Staphisagria D8, Calcium Carbonicum Hahnemanni D30, Matricaria Recutita D4	0	1
5158	Echinaceae Purpurae Herbae Extractum Siccum	0	1
5405	Disulfiram, Thiomersal, P-Phenylenediamine, Dibromodicyanobutane, Carba Mix, Mercapto Mix, Thiuram Mix, Methylchloroisothiazolinone, P-Tert-Butylphenol Formaldehyde Resin, Epoxy Resin, Black Rubber Mix, Quaternium-15, Diphenylguanidine, Zinc Diethyldithio	0	1
3978	Gelsemium Sempervirens Dil. D 6, Allium Cepa D6, Drosera D6	0	1
4225	Tacalcitol	0	1
1046	Castanea Sativa	0	20
5492	Escin, Phosphatidyl Choline	0	1
5739	Sparsentan	0	1
5986	Menthae Piperitae Folium, Curcumae Xanthorrhizae Rhizoma, Taraxaci Radix, Millefolii Herba	0	1
6233	Linagliptin, Empagliflozin	0	1
552	Sarcolacticum Acidum D12, Aconitum Napellus D6, Gentiana Lutea D1, Bryonia Cretica D6, Ferrum Phosphoricum D12	0	1
2775	Ceftriaxone Disodium	0	3
3022	Betamethasone, Diprophylline, Guaifenesin	0	1
3269	Hydrocortisone Acetate, Clotrimazole	0	3
3516	Pramocaine Hydrochloride	0	4
4042	Morphine Hydrochloride Trihydrate	0	42
4289	Dry Extract From Bearberry Leaf Corresponding To 432-600 Mg Of Bearberry Leaves, Extraction Solvent: Water, Dry Extract From Birch Leaf Corresponding To 185-277.5 Mg Of Birch Leaves, Extraction Solvent: Water, Dry Extract From Goldenrod Corresponding To 1	0	1
1110	Phoenix Dactylifera	0	6
5556	Acidum Arsenicosum D5, Apis Mellifica D4, Mercurius Solubilis Hahnemanni D 8, Aconitum Napellus D4, Atropa Bella-Donna D4, Capsicum Annuum D4, Solanum Dulcamara D4, Euphrasia Officinalis D2	0	1
5803	Fluorothymidine F-18	0	3
6050	Sodium Hydrogen Carbonate, Calcium Carbonate	0	2
6297	Tolvaptan	0	26
616	Meclozine Hydrochloride	0	9
2839	Kaolin, Heavy, Rhubarb Dry Extract, Senna Leaf Powder, Precipitated Sulphur	0	1
3086	Liquid Extract Of Squilla Maritima Bulb (1:1), Extraction Solvent: Ethanol 65% V/V, Tincture Of Capsicum Oleoresin (1:10), Extraction Solvent: Ethanol 96% V/V	0	1
3333	Trometamol, Aspartic Acid, Glutamic Acid, Sodium Dihydrogen Phosphate Dihydrate, Potassium Chloride, Sodium Citrate, Citric Acid Monohydrate	0	1
3580	Cetrorelix	0	4
4106	Aurum Metallicum Dil. D9, Cor Bovis Gl Dil. D16 (Hab, Vs. 41c)	0	1
4353	Ioflupane (123i)	0	8
3644	Strontium (89sr) Chloride	0	1
1174	Bean Mixture	0	2
5620	Promethazine	0	6
5867	Acidum Formicicum Dil D12	0	1
6114	Tamsulosin Chloride	0	2
6361	Dry Extract From Birch Leaf (4.3-7.7:1), Extraction Solvent: Water, Dry Extract From Orthosiphon Leaf (4.5-7.1: 1), Extraction Solvent: Water, European Goldenrod Dry Extract (5-7:1)	0	1
680	Palonosetron, Netupitant	0	1
2903	Encorafenib	0	1
3150	Colecalciferol, Calcium Carbonate, Saccharomyces Cerevisiae	0	1
3397	Atropa Belladonna Ex Herba Ferm 33a Dil. D2 (Hab, Vs. 33a), Eingeengter Wässriger Auszug Aus Carvi Fructus Sicc. (5:1) Auszugsmittel: Gereinigtes Wasser, Droge-Auszug-Verhältnis: 1,8:1, Nicotiana Tabacum E Foliis Ferm 33b Dil. D4 (Hab, Vs. 33b), Chamomill	0	3
4170	Dextromethorphan Hydrobromide, Menthol	0	1
4417	Pulsatilla D6, Euphorbium D6, Hydrargyrum Biiodatum D12, Luffa Operculata D12, Sinapis Nigra D2	0	1
1508	Serrapeptase	0	2
6448	Pentosan Polysulfate	0	1
6695	Hydrogen Peroxide Solution (30 Per Cent)	0	11
6942	Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Glutamic Acid, Glycine, N-Acetyltyrosine, Tryptophan, Glutamic Acid Lysine Salt Dihydrate	0	1
7189	Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Copper Sulfate Pentahydrate, Glutamic Acid, Glycine, Tryptophan, Zinc Acetate Dihydrate, Gl	0	5
7436	Melissa Officinalis Dry Extract	0	2
7683	Scrophularia Nodosa Dil. D3, Equisetum Hiemale Dil. D4, Ferrum Iodatum Dil. D12, Fumaria Officinalis Dil. D4, Gentiana Lutea Dil. D5, Geranium Robertianum Dil. D4, Nasturtium Officinale Dil. D4, Pinus Sylvestris Dil. D4, Smilax Dil. D6, Aranea Diadema D6,	0	1
7930	Neisseria Meningitidis, Serogroup C, Polysaccharide, Conjugated To Tetanus Toxoid, Neisseria Meningitidis Group A Polysaccharide Conjugated To Tetanus Toxoid Carrier Protein, Neisseria Meningitidis Group W-135 Polysaccharide Conjugated To Tetanus Toxoid C	0	1
8177	Anise Oil, Liquid Extract From Thyme (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)	0	1
8424	Silica D5, Corallium Rubrum D7, Agnus Castus D3, Magnesium Phosphoricum D3, Acidum Arsenicosum D6, Cuprum Aceticum D4, Atropinum Sulfuricum D6, Zincum Isovalerianicum D4	0	1
8671	Matrix M, Mivalsecovatein	0	1
8918	Matricaria Recutita Dil. D6, Magnesium Phosphoricum Dil. C6, Calcium Carbonicum Hahnemanni Dil. C8, Ferrum Phosphoricum Dil. C8, Calcium Phosphoricum Dil. D6	0	1
9165	Peginterferon Alfa-2a	0	1
9412	Plane Pollen	0	3
9659	Grape	0	2
9906	Tincture From Valerian Root/Motherwort Herb/Hop Strobile/Peppermint Leaf (3/3/2/2) 1:5	0	1
10153	L-Arginine, (±)-Malic Acid (Dl-Malic Acid)	0	1
10400	Dry Extract Passion Flower (5-7:1), Extraction Solvent: Ethanol 60% V/V	0	3
10647	Magnesium Carbonate, Light, Bismuth Subgallate	0	1
10894	Tabacum Cupro Cultum Rh Dil. D3	0	1
11141	Tonsillitis Nosode D10, Tonsillitis Nosode D200, Tonsillitis Nosode D30	0	1
11388	Procaine Hydrochloride, Hydroxyquinoline Sulfate, Lidocaine Hydrochloride	0	1
11635	Viscum Album Mali Ex Herba Recente Col. D20	0	1
11882	Bezlotoxumab	0	1
273	Miconazole Nitrate, Benzoyl Peroxide	0	3
1572	Methenamine	0	3
6512	Benzocaine, Ethanol (96 Per Cent), Matricariae Flos, Sage Leaf (Salvia Officinalis), Agrimoniae Herba, Salicylic Acid, Rhizoma Tormentillae, Water, Purified	0	1
6759	Idarubicin Hydrochloride	0	15
7006	Ceftibuten	0	1
7253	Metformin Hydrochloride, Saxagliptin	0	3
7500	Fluocinonide	0	7
7747	Magnesium Lactate	0	1
7994	Anguilla Anguilla D6, Lespedeza Capitata D4, Ononis Spinosa Dil. D4, Lytta Vesicatoria Dil. D6, Solidago Virgaurea Dil. D4	0	1
8241	Spaglumic Acid	0	2
8488	Nicotine Resinate 20%	0	4
8735	Gramicidin, Neomycin Sulfate, Polymyxin B Sulfate	0	2
8982	Oxazepam Ph. Eur.	0	1
9229	Lavender Oil, Rosemary Oil, Thymol, Thymus Essential Oil	0	1
9476	Colchicum Autumnale Trit D6, Ferrum Phosphoricum Trit D12	0	1
9723	Cinchocaine Hydrochloride, Neomycin Sulfate, Hydrocortisone, Esculin	0	1
9970	Myristica Fragrans D12, Scutellaria Lateriflora D6, Ambra Grisea D6, Strychnos Ignatii D6, Aurum Metallicum D12	0	1
10217	Arsenum Iodatum D12, Mercurius Solubilis Hahnemanni D10	0	1
10464	Acidum Silicicum Dil. D30, Acidum Silicicum Dil. D200, Acidum Silicicum Dil. D1000, Acidum Silicicum Dil. D12	0	1
10711	Trimipramine Mesilate	0	5
10958	Dextran, Hypromellose	0	1
11205	Calendula Officinalis Mother Tincture, Arnica Montana D3, Mercurius Solubilis Hahnemanni D6, Achillea Millefolium Mother Tincture, Atropa Bella-Donna D1, Aconitum Napellus D1, Hepar Sulfuris D6, Symphytum Officinale D4, Hypericum Perforatum D6, Echinacea 	0	2
11452	Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Phenylalanine, Lysine Monohydrate, L-Glutamic Acid, L-Alanine	0	2
11699	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Acetate Trihydrate, Hydroxyethyl Starch 130/0.4	0	1
11946	Thyme Liquid Extract, Primulae Extractum Fluidum	0	1
337	Saccharomyces Cerevisiae Type D Extract, Sodium Disulfide	0	1
1636	Apis Mellifica Ex Animale Toto Gl Dil. D4 (Hab, Vs. 41c), Atropa Belladonna E Fructibus Ferm 33a Dil. D3 (Hab, Vs. 33a)	0	1
6576	Indacaterol	0	3
6823	Bromperidol	0	2
7070	Josamycin	0	1
7317	Brodalumab	0	1
7564	Lisinopril, Torasemide	0	4
7811	Milk Thistle Fruit Powdered, Dry Extract Of Milk Thistle Fruit (35-40:1), Extraction Solvent: Methanol	0	1
8058	Cyclizine Hydrochloride, Ergotamine Tartrate, Caffeine Monohydrate	0	1
8305	Sodium Thiosulfate	0	8
8552	Mestranol, Norethisterone	0	1
8799	Disodium Phosphate, Anhydrous	0	2
9046	Pantethine	0	1
