KEN_id,Description,Base_cost,AverageStay,Additional_daily_cost
Μ10Χ,"Λοιπές επεμβάσεις αυχένος-οσφύος - θώρακος χωρίς καταστροφικές ή σοβαρές N J J J J J J J J J j α t 6 6 U U l 0 t a L X 6 6 ς χ l a X L 6 6 ς χ l g U 6 ] 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 "" ς χ l g R 6 6 ς χ l g R 6 6 ς χ l a X L 6 6 & ς χ l g R 6 6 ' ς χ l g R 6 6 ( ς χ l g R 6 6 ) ς χ l g R 6 6 + ς χ l g R 6 6 . ς χ l g R 6 6 . ς χ l g R 6 6 / ς χ l g R 6 6 0 ς χ l g R 6 6 2 ς χ l g R 6 6 3 ς χ l g R 6 6 4 ς χ l g R 6 6 6 ς χ l g R 6 6 7 ς χ l g R 6 6 8 ς χ l g R 6 6 : ς χ l g R 6 6 , ς χ l g R 6 6 < ς χ l g R 6 6 > ς χ l g R 6 6 ς χ l g R 6 6 A ς χ l g R 6 6 B ς χ l g R 6 6 C ς χ l g R 6 6 E ς χ l g R 6 6 F ς χ l g R 6 6 G ς χ l g R 6 6 I ς χ l g R 6 6 J ς χ l g R 6 6 K ς χ l g R 6 6 M ς χ l g R 6 6 N ς χ l g R 6 6 O ς χ l g R 6 6 Q ς χ l g R 6 6 R ς χ l g R 6 6 dT ς χ l g R 6 6 U ς χ l g R 6 6 V ς χ l g R 6 6 X ς χ l g R 6 6 Y ς χ l g R 6 6 Z ς χ l g R 6 6 ς χ l g R 6 6 ] ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 a ς χ l g R 6 6 b ς χ l g R 6 6 d ς χ l g R 6 6 e ς χ l g R 6 6 f ς χ l g R 6 6 h ς χ l g R 6 6 i ς χ l g R 6 6 k ς χ l g R 6 6 l ς χ l g R 6 6 m ς χ l g R 6 6 o ς χ l g R 6 6 p ς χ l g R 6 6 q ς χ l g R 6 6 s ς χ l g R 6 6 t ς χ l g R 6 6 u ς χ l g R 6 6 w ς χ l g R 6 6 x ς χ l a X L 6 6 y ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 d ς χ l a X L 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l a X L 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l a X L 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 d ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l a X L 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l ΐ Ζ g R 6 6 ς χ l Ζ Θ ΢ g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 d ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l a X L 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l a X L 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l g R 6 6 ς χ l συνυπάρχουσες παθήσεις - επιπλοκές",1908,4,477
Μ11Α,Επεμβάσεις διατατικής επιμηκύνσεως άκρων,4045,4,1011.25
Μ12Μα,Λοίμωξη / φλεγμονή οστών και αρθρώσεων με διάφορες μυοσκελετικές επεμβάσεις με σοβαρής και μέτριας βαρύτητας συνυπάρχουσες παθήσεις - επιπλοκές,5478,24,228.25
Μ12Μβ,Λοίμωξη / φλεγμονή οστών και αρθρώσεων με διάφορες μυοσκελετικές επεμβάσεις με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2993,14,213.7857143
Μ12Χ,Λοίμωξη / φλεγμονή οστών και αρθρώσεων με διάφορες μυοσκελετικές επεμβάσεις χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,1665,6,277.5
Μ13Μ,Επεμβάσεις βραχιονίου. κνήμης. περόνης και αστραγάλου με συνυπάρχουσες παθήσεις - επιπλοκές,3893,11,353.9090909
Μ13Χ,Επεμβάσεις Βραχιονίου. κνήμης. περόνης και αστραγάλου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,2083,4,520.75
Μ15Α,Κρανιοπροσωπικές επεμβάσεις,3761,6,626.8333333
Μ16Α,Λοιπές επεμβάσεις ώμου,1588,2,794
Μ17Μ,Γναθοπροσωπικές επεμβάσεις με συνυπάρχουσες παθήσεις - επιπλοκές,2708,3,902.6666667
Μ17Χ,Γναθοπροσωπικές επεμβάσεις χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,1764,2,882
Μ18Α,Λοιπές επεμβάσεις γόνατος,743,1,743
Μ19Μ,Λοιπές επεμβάσεις αγκώνος και αντιβραχίου με συνυπάρχουσες παθήσεις - επιπλοκές,2648,6,441.3333333
Μ19Χ,Λοιπές επεμβάσεις αγκώνος και αντιβραχίου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,1904,2,952
Μ20Α,Λοιπές επεμβάσεις άκρου ποδός,1286,2,643
Μ21Α,Τοπική Εκτομή και Αφαίρεση υλικών εσωτερικής οστεοσύνθεσης ισχίου και μηριαίου,1052,2,526
Μ23Α,Τοπική εκτομή και αφαίρεση υλικών εσωτερικής οστεοσύνθεσης εκτός ισχίου και μηριαίου,661,1,661
Μ24Α,Αρθροσκόπηση,710,1,710
Μ25Μ,Διαγνωστικές επεμβάσεις οστών και αρθρώσεων συμπεριλαμβανομένης βιοψίας με συνυπάρχουσες παθήσεις - επιπλοκές,2864,11,260.3636364
Μ25Χ,Διαγνωστικές επεμβάσεις οστών και αρθρώσεων συμπεριλαμβανομένης βιοψίας χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,1260,3,420
Μ27Μ,Επεμβάσεις μαλακών μορίων με συνυπάρχουσες παθήσεις - επιπλοκές,2179,9,242.1111111
Μ27Χ,Επεμβάσεις μαλακών μορίων χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,902,2,451
Μ28Μ,Λοιπές επεμβάσεις μυοσκελετικού με συνυπάρχουσες παθήσεις - επιπλοκές,2639,11,239.9090909
Μ28Χ,Λοιπές επεμβάσεις μυοσκελετικού χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,1379,2,689.5
Μ29Α,Ανακατασκευή ή αναθεώρηση πρόθεσης γόνατος,1903,1,1903
Μ30Α,Επεμβάσεις χειρός,891,1,891
Μ31Μ,Επανεπεμβαση Ισχίου με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,11675,23,507.6086957
Μ31Χ,Επανεπεμβαση Ισχίου χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,8533,11,775.7272727
Μ32Μα,Επανεπεμβαση γόνατος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,12912,27,478.2222222
Μ32Μβ,Επανεπεμβαση γόνατος με συνυπάρχουσες παθήσεις - επιπλοκές,9963,12,830.25
Μ32Χ,Επανεπεμβαση γόνατος χωρίς καταστροφικές η συνυπάρχουσες παθήσεις - επιπλοκές,9147,9,1016.333333
Μ60Α,Κατάγματα διάφυσης μηριαίου,1720,7,245.7142857
Μ61Μ,Κατάγματα περιφερικού μηριαίου με συνυπάρχουσες παθήσεις - επιπλοκές,2210,13,170
Μ61Χ,Κατάγματα περιφερικού μηριαίου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,856,4,214
Μ63Μ,Θλάσεις. διαστρέμματα και εξαρθρώματα Ισχίου. Λεκάνης και Μηρού με συνυπάρχουσες παθήσεις - επιπλοκές,1198,7,171.1428571
Μ63Χ,Θλάσεις. διαστρέμματα και εξαρθρώματα Ισχίου. Λεκάνης και Μηρού χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,444,2,222
Μ64Μ,Οστεομυελίτιδα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2669,15,177.9333333
Μ64Χ,Οστεομυελίτιδα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1175,8,146.875
Μ65Μ,Κακοήθεις νεοπλασματικοί όγκοι μυοσκελετικού με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,2560,12,213.3333333
Μ65Χ,Κακοήθεις νεοπλασματικοί όγκοι μυοσκελετικού χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,1222,5,244.4
Μ66Μ,Φλεγμονώδεις παθήσεις μυοσκελετικού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2436,10,243.6
Μ66Χ,Φλεγμονώδεις παθήσεις μυοσκελετικού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,652,2,326
Μ67Μ,Σηπτική αρθρίτιδα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2428,12,202.3333333
Μ67Χ,Σηπτική αρθρίτιδα με καταστροφικές χωρίς σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,996,7,142.2857143
Μ68Μ,Μη χειρουργικές σκελετικές παθήσεις με συνυπάρχουσες παθήσεις - επιπλοκές,1712,9,190.2222222
Μ68Χ,Μη χειρουργικές παθήσεις νωτιαιου σωλήνα χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,731,4,182.75
Μ68Α,Μη χειρουργικές παθήσεις νωτιαιου σωλήνα μιας ημέρας θεραπειών,151,1,151
Μ69Μ,Παθήσεις οστών και αρθροπάθειες με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1533,9,170.3333333
Μ69Χ,Παθήσεις οστών και αρθροπάθειες χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,428,2,214
Μ71Μ,Λοιπές παθήσεις μυών-τενόντων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1323,7,189
Μ71Χ,Λοιπές παθήσεις μυών-τενόντων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,405,2,202.5
Μ72Μ,Ειδικές παθήσεις μυών - τενόντων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1681,9,186.7777778
Μ72Χ,Ειδικές παθήσεις μυών - τενόντων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,490,3,163.3333333
Μ73Μ,Μετεγχειρητική παρακολούθηση μυοσκελετικών μοσχευμάτων/ προθέσεων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2249,18,124.9444444
Μ73Χ,Μετεγχειρητική παρακολούθηση μυοσκελετικών μοσχευμάτων/ προθέσεων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,584,4,146
Μ74Α,Κακώσεις αντιβραχίου καρπού. χειρός ή ποδός,350,2,175
Μ75Μ,Κάκωση ώμου. Βραχιονίου. αγκώνα. γόνατος. ποδιού ή αστραγάλου με συνυπάρχουσες παθήσεις - επιπλοκές,1455,8,181.875
Μ75Χ,Κάκωση ώμου. Βραχιονίου. αγκώνα. γόνατος. ποδιού ή αστραγάλου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,405,2,202.5
Μ76Μ,Λοιπές μυοσκελετικές παθήσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1292,7,184.5714286
Μ76Χ,Λοιπές μυοσκελετικές παθήσεις με καταστροφικές χωρίς σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,389,2,194.5
Μ77Μ,Κατάγματα λεκάνης με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2257,13,173.6153846
Μ77Χ,Κατάγματα λεκάνης με καταστροφικές χωρίς σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1058,6,176.3333333
Μ78Μ,Κατάγματα αυχένος του μηριαίου με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1463,8,182.875
Μ78Χ,Κατάγματα αυχένος του μηριαίου χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις ή επιπλοκές,475,2,237.5
Μ79Μ,Παθολογικά κατάγματα με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2942,17,173.0588235
Μ79Χ,Παθολογικά κατάγματα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1370,8,171.25
Δ01Μ,Μεταφορά μικροαγγειακού μοσχεύματος για διαταραχές δέρματος. υποδορίου ιστού και μαστού με καταστροφικές/σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,8557,15,570.4666667
Δ01Χ,Μεταφορά μικροαγγειακού μοσχεύματος για διαταραχές δέρματος. υποδορίου ιστού και μαστού χωρίς καταστροφικές/σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,6452,9,716.8888889
Δ06Α,Μείζονες επεμβάσεις μαστού,1383,3,461
Δ07Α,Ελάσσονες επεμβάσεις μαστού,605,1,605
Δ08Μ,Άλλες επεμβάσεις για δερματικό μόσχευμα και/ ή χειρουργικός καθαρισμός με συνυπάρχουσες παθήσεις – επιπλοκές,2294,11,208.5454545
Δ08Χ,Άλλες επεμβάσεις για δερματικό μόσχευμα και/ ή χειρουργικός καθαρισμός χωρίς συνυπάρχουσες παθήσεις – επιπλοκές,791,2,395.5
Δ09Α,Περιοδικές επεμβάσεις και επεμβάσεις τριχοφωλεακού συριγγίου,688,2,344
Δ10Α,Χειρουργικές επεμβάσεις πλαστικής δέρματος. υποδορίου ιστού και μαστού,672,1,672
Δ11Α,Άλλες χειρουργικές επεμβάσεις πλαστικής δέρματος. υποδορίου ιστού και μαστού,404,1,404
Δ12Μ,Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα. με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,4871,23,211.7826087
Δ12Χα,Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα. χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές με επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού,3097,13,238.2307692
Δ12Χβ,Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές χωρίς επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού,1774,8,221.75
Δ13Μ,Επεμβάσεις στα κάτω άκρα χωρίς έλκος/ κυτταρίτιδα με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές ή με επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού,2856,12,238
Δ13Χ,Επεμβάσεις στα κάτω άκρα χωρίς έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές. χωρίς επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού,915,4,228.75
Δ14Α,Εκτεταμένη πλαστική αποκατάσταση στήθους,4198,8,524.75
Δ20Μ,Δερματικά έλκη με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2669,16,166.8125
Δ20Χ,Δερματικά έλκη χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1471,9,163.4444444
Δ20Α,Δερματικά έλκη. την ίδια ημέρα,171,1,171
Δ22Μ,κακοήθεις παθήσεις του μαστου με συνυπάρχουσες παθήσεις - επιπλοκές,965,5,193
Δ22Χ,κακοήθεις παθήσεις του μαστου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,688,2,344
Δ23Μ,μη-κακοήθεις παθήσεις του μαστου με συνυπάρχουσες παθήσεις - επιπλοκές,965,5,193
Δ23Χ,μη-κακοήθεις παθήσεις του μαστου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,366,2,183
Δ24Μ,Κυτταρίτιδα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1619,9,179.8888889
Δ24Χ,Κυτταρίτιδα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,802,4,200.5
Δ25Μ,Τραύμα στο δέρμα . υποδορίου και του μαστού με καταστ. η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1105,6,184.1666667
Δ25Χ,Τραύμα στο δέρμα . υποδορίου και του μαστού χωρίς καταστ. η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,350,2,175
Δ27Μ,Ελάσσονες παθήσεις του δέρματος,708,3,236
Δ27Χ,Ελάσσονες παθήσεις του δέρματος την ίδια ημέρα,199,1,199
Δ28Μ,Μείζονες παθήσεις με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1969,10,196.9
Δ28Χ,Μείζονες παθήσεις χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,965,4,241.25
Δ28Α,Μείζονες (μεγάλης βαρύτητας) παθήσεις την ίδια ημέρα,382,1,382
Δ29Μ,Κακοήθειες του δέρματος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2171,11,197.3636364
Δ29Χ,Κακοήθειες του δέρματος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1377,7,196.7142857
Δ29Α,Κακοήθειες του δέρματος την ίδια ημέρα,161,1,161
Θ01Μ,Διαβητικες επιπλοκές με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,6202,27,229.7037037
Θ01Χ,Διαβητικες επιπλοκες χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2801,12,233.4166667
Θ02Μ,Επεμβάσεις υποφύσεως με συνυπάρχουσες παθήσεις - επιπλοκές,5135,10,513.5
Θ02Χ,Επεμβάσεις υποφύσεως χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,3515,6,585.8333333
Θ03Α,Επεμβάσεις επινεφριδίου,3297,6,549.5
Θ04Μ,Μείζονες ( εξαιρετικά βαριές ) Επεμβασεις για την Παχυσαρκια με συνυπάρχουσες παθήσεις - επιπλοκές,4378,8,547.25
Θ04Χ,Μείζονες ( εξαιρετικά βαριές ) Επεμβασεις για την Παχυσαρκια χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,2848,2,1424
Θ05Μ,Επεμβάσεις παραθυρεοειδών με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2587,8,323.375
Θ05Χ,Επεμβάσεις παραθυρεοειδών χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1218,2,609
Θ06Μ,Επεμβάσεις του θυρεοειδούς με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,2620,5,524
Θ06Χ,Επεμβάσεις του θυρεοειδούς χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1581,2,790.5
Θ07Α,Επεμβάσεις για την παχυσαρκία,1276,3,425.3333333
Θ08Α,Επεμβάσεις θυρεογλωσσικές,952,1,952
Θ09Μ,Λοιπές χειρουργικές επεμβάσεις για ενδοκρινολογικές. διατροφικές και μεταβολικές διαταραχές με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,4895,19,257.6315789
Θ09Χα,Λοιπές χειρουργικές επεμβάσεις για ενδοκρινολογικές. διατροφικές και μεταβολικές διαταραχές χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,2080,7,297.1428571
Θ09Χβ,Άλλες Ενδοκρινολογικές. θρεπτικών και μεταβολικές επεμβάσεις χωρίς σοβαρές και μετριοπαθή συνυπάρχουσες παθήσεις - επιπλοκές,1765,3,588.3333333
Θ20Μ,Ενδοσκοπικές ή διερευνητικές επεμβάσεις για μεταβολικές δυσλειτουργίες με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,4296,18,238.6666667
Θ20Χ,Ενδοσκοπικές ή διερευνητικές επεμβάσεις για μεταβολικές δυσλειτουργίες χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές,1580,7,225.7142857
Θ20Α,Ενδοσκοπικές ή διερευνητικές επεμβάσεις για μεταβολικές δυσλειτουργίες την ίδια ημέρα,297,1,297
Θ20Μ,Διαβήτης με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1735,8,216.875
Θ20Χ,Διαβήτης χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,731,3,243.6666667
Θ21Α,Σοβαρές διατροφικές διαταραχές,2599,12,216.5833333
Θ22Μ,Διάφορες δυσλειτουργίες του μεταβολισμού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1393,7,199
Θ22Χ,Διάφορες δυσλειτουργίες του μεταβολισμού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,482,2,241
Θ23Μ,Συγγενή ασθένειες του μεταβολισμού με συνυπάρχουσες παθήσεις - επιπλοκές,1074,4,268.5
Θ23Χ,Συγγενή ασθένειες του μεταβολισμού χωρίς συνυπάρχουσες παθήσεις - επιπλοκές,405,2,202.5
Θ24Μ,Ενδοκρινολογικές δυσλειτουργίες με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,1829,9,203.2222222
Θ24Χ,Ενδοκρινολογικές δυσλειτουργίες χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές,669,2,334.5
Υ02Μ,Επέμβαση τοποθέτησης εισαγωγής καθετήρα περιτοναϊκής κάθαρσης με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,3111,10,311.1
Υ02Χ,Επέμβαση τοποθέτησης εισαγωγής καθετήρα περιτοναϊκής κάθαρσης χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1189,2,594.5
