Substance_id,Name
5444,Eribulin
5445,"Codeine Hydrochloride Dihydrate, Calcium Hypophosphite, Sodium Hypophosphite, Potassium Guaiacolsulfonate"
5446,Vismodegib
5447,"Fennel, Bitter, Willow Bark, Pimpinella Anisum, Thyme, Wild Thyme, Rose Hip Shell, Rubi Fruticosi Folium, Sambucus Nigra Flower, Liquorice Root"
5448,"Tiliae Flos, Thyme, Sambucus Nigra Flower"
5449,"Levomenthol, D-Camphor, Eucalyptus Oil"
5450,"Camphor, Racemic, Eucalyptus Oil, Turpentine Oil"
5451,"Camphor, Racemic, Eucalyptus Oil, Turpentine Purified"
5452,"Levomenthol, D-Camphor, Eucalyptus Oil, Pumilio Pine Oil"
5453,"Echinacea Mother Tincture, Arum Maculatum Dil. D2, Aconitum Napellus Dil. D4, Drosera Dil. D3"
5454,Echinacea Purpurea Fresh Flowering Herb Dried Pressed Juice (20-28:1)
5455,"Sambuci Flos, Tiliae Flos"
5456,"Tiliae Flos, Willow Bark"
5457,"Tiliae Flos, Willow Bark, Sambucus Nigra Flower"
5458,"Echinacea Mother Tincture, Phytolacca Americana Dil. D4, Acidum Arsenicosum Dil. D6, Matricaria Recutita Dil. D6, Lachesis Dil. D10, Atropa Bella-Donna Dil. D6, Pulsatilla Pratensis Dil. D2, Hepar Sulfuris Dil. D10, Hydrargyrum Oxydatum Rubrum D10, Natrium Carbonicum D4, Thuja Occidentalis Dil. D2, Bryonia Dil. D4, Argentum Nitricum Dil. D6, Rhus Toxicodendron Dil. D3"
5459,Alder Pollen
5460,Alnus Glutinosa Pollen
5461,Erlotinib
5462,Erlotinib Hydrochloride
5463,Ertapenem
5464,Ertapenem Sodium
5465,Recombinant Vesicular Stomatitis Virus - Zaire Ebolavirus Vaccine (Live)
5466,Crisantaspase
5467,Erythromycin Propionate
5468,"Erythromycin, Benzoyl Peroxide"
5469,"Ferrous Sulfate, Dried Ph. Eur."
5470,"Apis Mellifica Dil. D 2, Atropa Bella-Donna Dil. D2"
5471,"Carbo Betulae, Sulfur Trit. D1"
5472,Erythromycin Ethylsuccinate Ph. Eur.
5473,"Erythromycin, Zinc Acetate Dihydrate"
5474,Fructose-1.6-Diphosphate Sodium Salt
5475,"Extractum Siccum Compositum (4- 9 : 1) Ex Baptisiae Tinctoriae L. Radix 4,92 P., Echinaceae Purpureae (L.) Moench Radix 1,85 P., Echinaceae Pallidae Nutt. Radix 1,85 P., Thujae Occidentalis L. Herba 1 P., Ethanol 30 % (V/V)"
5476,Pressed Juice From Flowering Purple Coneflower Herb (1-2:1)
5477,"Baptisia Tinctoria, Echinacea Purpurea, Thuja Occidentalis"
5478,"Rutoside, Coumarin, Melilotus Indicus"
5479,Esketamine Hydrochloride
5480,"Heparin Sodium, Hippocastani Seminis Extractum Spissum"
5481,Hippocastani Seminis Extractum Spissum
5482,Ash Pollen
5483,Fraxinus Excelsior
5484,Fraxinus Excelsior Pollen Extract
5485,Eschscholtzia Californica Mother Tincture
5486,Nilvadipine
5487,Estazolam
5488,Esketamine
5489,Eszopiclone
5490,Turoctocog Alfa Pegol
5491,Crataegus Flower
5492,"Escin, Phosphatidyl Choline"
5493,Soybean Phospholipids
5494,"Menthol, Guaiacol, Cineole"
5495,Phosphatidyl Choline
5496,Phospholipids
5497,Phospholipids From Soya Beans
5498,De-Oiled Enriched Phospholipids From Soya-Beans
5499,"Soya Phospholipids, Containing 76% Of Phosphatidylcholine, Extraction Solvent: Ethanol 96% (V/V)"
5500,"Glucose, Anhydrous, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate"
5501,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium Lactate"
5502,(R)-Alpha-Glycerophosphorylethanolamine Monohydrate
5503,"Cinnamon Oil, Citronella Oil, Clove Oil, Myristica Fragrans Essential Oil"
5504,"Nutmeg Oil, Cinnamon Oil, Citronella Oil, Clove Oil"
5505,Streptomycin Sulfate
5506,Fluoroestradiol F-18
5507,Ethacizine
5508,Ethambutol
5509,"Ethanolamine, Oleic Acid"
5510,Ether
5511,Ethylenediamine
5512,Ethylene Glycol Dimethacrylate
5513,Etifoxine Hydrochloride
5514,Ethionamide
5515,Naftazone
5516,Etomidate
5517,"Ethenzamide, Acetylsalicylic Acid, Caffeine"
5518,Etoposide Phosphate
5519,Permethrin
5520,"Heparin Sodium, Menthol, Hydroxyethyl Salicylate"
5521,"Polygala Senega Extract, Ethylmorphine Hydrochloride, Cocillana Extract"
5522,Escherichia Coli Strain Nissle 1917
5523,"Eucalyptus Oil, Sylvestris Pine Oil"
5524,"Liquid Extract Of Ribwort Plantain Leaf (1:2-2.5), Extraction Solvent: Ethanol 44.7% V/V, Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)"
5525,"Camphora Dil. D4, Eucalyptus Globulus Dil. D4, Baptisia Tinctoria Dil. D4, Schoenocaulon Officinale Dil. D6, Ferrum Phosphoricum Dil. D8, Gelsemium Dil. D6, Bryonia Dil. D4, Causticum Hahnemanni Dil. D6, Aconitum Dil. D4, Eupatorium Perfoliatum Dil. D3"
5526,"Camphor, Racemic, Eucalyptus Oil, Pine Needle Oil (Pinus Sylvestris)"
5527,"Eucalypti Aetheroleum 10% (Hab, Vs. 12h Mit Nativem Olivenöl)"
5528,"Cuprum Sulfuricum Dil. D4 Aquos. (Hab, Vs. 5b), Eucalyptus Globulus E Foliis Ferm 33d Ø (Hab, Vs. 33d)"
5529,Eucalyptus Oil Bp
5530,"Rhubarb Dry Extract, Sennae Folium, Purified Sulphur, Carbo Vegetabilis"
5531,"Rhubarb Extract, Sennae Folium, Purified Sulphur, Charcoal, Activated"
5532,"Rhubarb Root Extract, Sennae Folium, Sulfur, Carbo Vegetabilis"
5533,"Sennae Folium, Purified Sulphur, Dry Extract From Rhubarb (Der 3-5: 1), Extraction Solvent: 70% Ethanol (V/V), Carbo Vegetabilis"
5534,"Rhubarb Extract, Sennae Folium, Carbo Vegetabilis"
5535,"Sennae Folium, Dry Extract From Rhubarb (Der 3-5: 1), Extraction Solvent: 70% Ethanol (V/V), Carbo Vegetabilis"
5536,"Sennae Folium, Dry Extract From Rhubarb (Der 3-5: 1), Extraction Solvent: 70% Ethanol (V/V), Charcoal, Activated"
5537,"Bacitracin, Diphenylpyraline Hydrochloride, Dequalinium Chloride"
5538,Diazoxide
5539,"Pumilio Pine Oil, Camphor, Racemic Ph. Eur."
5540,Eugenol
5541,"Camphor, Racemic, Pine Needle Oil, Eucalyptus Oil"
5542,"Glycerol, Soya-Bean Oil Refined, Gelatin, Sorbitol Solution 70% (Non-Crystallising) (Ph. Eur.), Eucalyptus Oil, Water, Purified, Milchfett"
5543,Phenazone
5544,Erysimum
5545,"Eucalyptus Oil, Niaouli Essential Oil, Terpin, Pinus Sibirica Essential Oil"
5546,"Argentum Nitricum D10, Hepar Sulfuris D10, Hydrargyrum Biiodatum D8, Pulsatilla Pratensis D2, Luffa Operculata D6, Euphorbium D3"
5547,"Luffa Operculata Dil. D6, Pulsatilla Pratensis Dil. D2, Hepar Sulfuris Dil. D10, Argentum Nitricum Dil. D10, Hydrargyrum Biiodatum Dil. D8, Euphorbium Dil. D4"
5548,"Pulsatilla Pratensis Dil. D2, Hepar Sulfuris Dil. D10, Argentum Nitricum Dil. D10, Hydrargyrum Biiodatum Dil. D8, Luffa Operculata Dil. D2, Euphorbium Dil. D4"
5549,"Euphorbia Resinifera D4, Nitric Acid D4, Mahonia Aquifolium D1, Natrum Salicylicum D4, Rhus Toxicodendron D4, Daphne Mezereum D4, Arsenum Iodatum D6, Semecarpus Anacardium D6, Petroleum Rectificatum D4"
5550,"Argentum Nitricum D10, Hepar Sulfuris D10, Hydrargyrum Biiodatum D8, Mucosa Nasalis Suis D8, Pulsatilla Pratensis D2, Sinusitis Nosode D13, Luffa Operculata D2, Euphorbium D4"
5551,"Euphorbia Resinifera D4, Sinusitis D13, Argentum Nitricum D10, Hepar Sulfuris D10, Hydrargyrum Biiodatum D8, Mucosa Nasalis Suis D8, Pulsatilla Pratensis D2, Luffa Operculata D2"
5552,"Pulsatilla D2, Argentum Nitricum D10, Hepar Sulfuris D10, Hydrargyrum Biiodatum D8, Mucosa Nasalis Suis D8, Sinusitis Nosode D13, Luffa Operculata D2, Euphorbium D4"
5553,"Pulsatilla Pratensis D4, Argentum Nitricum D10, Hydrargyrum Biiodatum D12, Luffa Operculata D4, Euphorbium D4"
5554,"Euphrasia Ferm 33c Dil. D2, Rosae Aetheroleum Dil. D7 (Hab, Vs. 5a, Lsg. D1 Mit Ethanol 94% (M/M))"
5555,Euphrasia 3c Dil. D3
5556,"Acidum Arsenicosum D5, Apis Mellifica D4, Mercurius Solubilis Hahnemanni D 8, Aconitum Napellus D4, Atropa Bella-Donna D4, Capsicum Annuum D4, Solanum Dulcamara D4, Euphrasia Officinalis D2"
5557,"Crataegi Folium Cum Flore, Passion Flower Dry Extract (Der 4-7:1), Extraction Solvent: Ethanol 60% (V/V), Valeriana Officinalis Extract, Ballota Nigra"
5558,"Piperaquine Tetraphosphate Tetrahydrate, Artenimol"
5559,"Crotamiton, Hydrocortisone"
5560,Piretanide
5561,"Epinephrine, Lidocaine Hydrochloride"
5562,Dl-Alpha Tocopherol Acetate
5563,"Levothyroxine Sodium, Liothyronine"
5564,"Hepatitis B Surface Antigen, Algeldrate"
5565,"Dry Extract Of Lemon Balm Leaves (Dev 4-6:1): Extract Solvent Methanol 30%, Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V)"
5566,"Thiamine Hydrochloride, Ascorbic Acid, Nicotinamide, Riboflavin, Glucose Monohydrate, Pyridoxine Hydrochloride"
5567,"Ascorbic Acid, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Thiamine, Pantothenic Acid, Pyridoxine Hydrochloride, Retinol, Alpha-Tocopherol, Riboflavin Sodium Phosphate Dihydrate, D-Biotin"
5568,"Thiamine Hydrochloride, Ergocalciferol, Cyanocobalamin, Dexpanthenol, Nicotinamide, Riboflavin, Pyridoxine Hydrochloride, Retinol, Dl-Alpha Tocopherol Acetate"
5569,Romosozumab
5570,Tocopheryl Acetate
5571,"Retinol, Alpha-Tocopherol"
5572,"Emtricitabine, Tenofovir Disoproxil, Rilpivirine"
5573,"Saw Palmetto Extract (9-11:1) , 90% (V/V) Ethanol"
5574,Evinacumab
5575,"Atazanavir, Cobicistat"
5576,"Ethinylestradiol, Norelgestromin"
5577,Roxadustat
5578,Risdiplam
5579,Cibenzoline Succinate
5580,"Cefepime, Enmetazobactam"
5581,Varenicline Tartrate
5582,"Almond Oil, Refined"
5583,Depemokimab
5584,"Glycerol, Vaseline, Liquid Paraffin"
5585,"Potassium Hydrogen Carbonate, Potassium Citrate"
5586,Lynestrenol
5587,"Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D3, Candida Parapsilosis E Volumine Cellulae (Lyophil., Steril.) D3, Penicillium Roqueforti E Volumine Cellulae (Lyophil., Steril.) D3"
5588,"Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D5, Candida Parapsilosis E Volumine Cellulae (Lyophil., Steril.) D5, Penicillium Roquefortii E Volumine Cellulae (Lyophil., Steril.) D5"
5589,Coal Tar Solution
5590,Bupivacaine
5591,Eperisone Hydrochloride
5592,Urea Hydrogen Peroxide
5593,"Paracetamol, Caffeine Citrate"
5594,"Valerianae Radix, Extractum Methanolicum Siccum"
5595,"Paracetamol, Anhydrous Caffeine"
5596,"Dry Extract Of Goldenrod (4-6:1), Extraction Solvent: Water, Dry Extract Of Birch Leaf (4.5-6.5:1), Extraction Solvent: Water"
5597,"Calcium Chloride, Icodextrin, Sodium Chloride, Magnesium Chloride, Sodium-L-Lactate"
5598,"Icodextrin, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Sodium-L-Lactate"
5599,"Icodextrin, Sodium Chloride, Calcium Chloride Dihydrate, Magnesium Chloride, Sodium-L-Lactate"
5600,"Calcium Chloride, Icodextrin, Sodium Chloride, Magnesium Chloride, Sodium (S)-Lactate Solution"
5601,"Icodextrin, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Lactate"
5602,"Phenobarbital, Valerianae Extractum Siccum"
5603,"Magnesium Sulfate Heptahydrate, Sodium Sulfate Anhydrous, Potassium Sulphate"
5604,Mirdametinib
5605,Iptacopan
5606,Agalsidase Beta
5607,Human Coagulation Factor Vii
5608,"Aluminium Oxide, Hydrated, Magnesium Hydroxide"
5609,"Cinchocaine Hydrochloride, Policresulen"
5610,"Distillate Of Fresh Leaves And Twigs Of Hamamelis Virginiana (1 : 1,12 – 2,08), Distillation Agent: Ethanol 6% W/W"
5611,"Hamamelis Leaves Fluid Extract (1:2), Ethanol 60% (V/V)"
5612,"Pyrimethamine, Sulfadoxine"
5613,Phenprocoumon
5614,Fenticonazole Nitrate
5615,"Natrium Tetraboracicum D4, Anamirta Cocculus D8, Argentum Nitricum D6, Nicotiana Tabacum D8, Sepia Officinalis D6, Strychnos Nux-Vomica D4"
5616,"Tincture From Sage Leaf, Extraction Solvent: Ethanol 68% (V/V)"
5617,"Human Coagulation Factor Viii, Von Willebrand Factor"
5618,Toremifene
5619,"Soft Extract Of Tussilago Farfara Leaf (4.5-6.0: 1), Extraction Solvent: Water"
5620,Promethazine
5621,Ambazone Monohydrate
5622,Tyrothricin
5623,"Doconexent, Vitamin D, Icosapent, Retinol"
5624,Benzylpenicillin Procaine
5625,"Cassia Angustifolia Vahl. (Polvo De Hojas), Cassia Angustifolia Vahl. (Polvo De Frutos), Fucus Vesiculosus L. (Talos)"
5626,Panobinostat
5627,"Paracetamol, Acetylsalicylic Acid, Codeine Phosphate Hemihydrate, Anhydrous Caffeine"
5628,Benralizumab
5629,Tinidazole
5630,Rasburicase
5631,"Rhamnus Purshiana Dc. Dry Extract, Rhamnus Frangula, Fucus Vesiculosus Dry Extract"
5632,"Rhamnus Frangula Bark Extract, Rhamnus Purshiana Dc. Bark Dry Extract, Fucus Vesiculosus Dry Extract"
5633,Favipiravir
5634,Fenipentol
5635,"Apis Mellifica Dil. D4, Belladonna Dil. D6, China Dil. D3, Kalium Iodatum D3, Gelsemium Dil. D4, Aconitum Dil. D4, Phytolacca Dil. D3"
5636,Febuxostat Hemihydrate
5637,Fluoroethylcholine (18f)
5638,"Folic Acid, Dried Ferrous Sulfate"
5639,Factor Viii Inhibitor Bypassing Fraction
5640,Felbinac
5641,"Levonorgestrel, Estradiol Hemihydrate"
5642,"Estradiol, Levonorgestrel"
5643,"Dry Extract Of Pinus Sylvestris Pollen, Zea Mays Pollen, Secale Cereale Pollen, Dactylis Glomerata Pollen And Zea Mays Pistil (Der 3-4:1), Extraction Solvent: Acetone 5% (M/M)"
5644,"Lachesis D10, Cocculus Dil.D4, Pulsatilla Dil. D4, Nux Vomica Dil. D6"
5645,"Dry Extract From Bearberry Leaf (4.0-5.0:1), Extraction Solvent: Water, Dry Extract Of Birch Leaf (4.5-5.5: 1), Extraction Solvent: Water, Dry Extract Of Goldenrod (4-6: 1), Extraction Solvent: Ethanol 50% (M/M)"
5646,"Calcium Carbonicum Hahnemanni Dil. D 10, Cimicifuga Racemosa Dil. D 3, Phosphorus Dil. D4, Vitex Agnus-Castus, Pulsatilla Pratensis Dil. D2"
5647,"Dry Extract Of Yarrow (5-10: 1), Extraction Solvent: Water"
5648,"Dydrogesterone, Estradiol Hemihydrate"
5649,"Phenazone, Caffeine"
5650,Ibuprofen Ph. Eur.
5651,"Fennel, Bitter"
5652,Fennel Fruit Bitter
5653,"Caraway Fruit, Fennel, Bitter, Pimpinella Anisum"
5654,"Anisi Fructus, Caraway Fruit, Fennel Fruit Bitter"
5655,Bitter Fennel Oil
5656,"Honey, Bitter Fennel Oil"
5657,"Aluminium Phosphate, Hepatitis B Surface Antigen (Rdna) Adjuvanted By As04c Adsorbed On Aluminium Phosphate [produced In S. Cerevisiae By Rdna], 3-O-Desacyl-4'-Monophosphoryl Lipid A"
5658,Sorafenib Tosilate
5659,"Phenylbutazone, Menthol, Camphor"
5660,Phenylbutazone
5661,"Pheniramine Maleate, Ascorbic Acid, Paracetamol"
5662,Penciclovir
5663,Quifenadine Hydrochloride
5664,"Ipecacuanha, Prepared"
5665,Phenobarbital Sodium
5666,Fenofibrate (Nanonised)
5667,Amidefrine Mesilate
5668,"Sodium Chloride, Urea"
5669,Fennel Fruit Sweet
5670,"Fenofibrate, Rosuvastatin"
5671,Ferrous Sulfate
5672,"Acidum Arsenicosum Dil. D6, Argentum Nitricum Dil. D4, Bryonia Spag. Peka Dil. D4, Cinchona Pubescens Spag. Peka Dil. D3, Vincetoxicum Hirundinaria Dil. D2, Lachesis Dil. D7, Aconitum Napellus Dil. D4, Eupatorium Perfoliatum Dil. D2"
5673,Ferrous Sulfate Heptahydrate
5674,Ferric Maltol
5675,Ferrous (Ii) Glycine Sulfate Complex
5676,"Ascorbic Acid, Folic Acid, Ferrous Fumarate"
5677,"Amylase, Lipase, Protease"
5678,Ferriprotinate
5679,Sodium Ferric Gluconate Complex
5680,"Folic Acid, Ferrous Sulfate"
5681,"Sodium Ascorbate, Ferrous Sulfate"
5682,"Sodium Ascorbate, Ferrous Sulfate Heptahydrate"
5683,"Ascorbic Acid, Ferrous Sulfate"
5684,Iron Protein Succinylate
5685,"Ferriprotinate, Calcium Folinate Pentahydrate"
5686,Ferrous Gluconate Dihydrate Bp
5687,"Ascorbic Acid, Ferrous Fumarate"
5688,"Folic Acid, Ferrous Fumarate"
5689,Polysaccharide Iron Complex
5690,"Sodium Ferric Gluconate Complex, Calcium Folinate Pentahydrate"
5691,Ferric Sodium Gluconate Complex
5692,"Iron, Ion (Fe3+)"
5693,"Ascorbic Acid, Folic Acid, Dried Ferrous Sulfate"
5694,"Cyanocobalamin, Folic Acid, Ferrous (Ii) Glycine Sulfate Complex"
5695,"Folic Acid, Ferrous (Ii) Glycine Sulfate Complex"
5696,"Iron(Iii) Ion, Folinic Acid"
5697,Ferrous Fumarate
5698,"Sodium Ascorbate, Dried Ferrous Sulfate"
5699,"Sodium Ascorbate, Dried Ferrous Sulphate Bp"
5700,"Ascorbic Acid, Dried Ferrous Sulfate"
5701,"Folic Acid Bp, Dried Ferrous Sulphate Bp"
5702,"Dried Ferrous Sulfate, Folic Acid Hydrate"
5703,Ferrimanitol Ovalbumin
5704,Sodium Feredetate
5705,Ferrous Fumarate Bp
5706,Iron Dextran
5707,"Folic Acid, Iron(Iii) Ion"
5708,"Acidum Phosphoricum Dil. D 1, Ferrum Metallicum Trit. D 2, Chininum Arsenicosum Trit D5, Manganum Aceticum Trit D5"
5709,Ferrum Phosphoricum Dil. D8 Aquos.
5710,Ferrum Sidereum Dil. D6 Aquos.
5711,"Ferrum Sidereum Dil. D8 Aquos., Quarz Dil. D20, Sulfur Dil. D6 Aquos."
5712,"Ferrum Sidereum Dil. D10 Aquos., Pankreas Bovis Dil. D6"
5713,Ferrum Sidereum Trit. D20
5714,"Ferrum Sidereum Trit. D3, Ferrum Sidereum D10, Ferrum Sidereum D6, Ferrum Sidereum D8, Ferrum Sidereum D12"
5715,"Ferrum Oxydulatum Nigrum Trit. D4 (Hab, Vs. 6), Nontronit Trit. D4, Urtica Dioica E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Pimpinella Anisum E Fructibus, Infusum Ø (Hab, Vs. 24a)"
5716,"Ferrum Oxydulatum Nigrum Dil. D6 (Hab, Vs. 6), Nontronit Dil. D6, Urtica Dioica E Planta Tota Ferm 33c Dil. D7 (Hab, Vs. 33c), Pimpinella Anisum E Fructibus, Infusum Dil. D4 (Hab, Vs. 24a)"
5717,"Ferrum Metallicum Dil. D7, Quarz Dil. D19 Aquos., Sulfur Dil. D5"
5718,"Ferrum Metallicum D200, Ferrum Metallicum D30, Ferrum Metallicum D8, Ferrum Phosphoricum D200, Ferrum Phosphoricum D30, Ferrum Phosphoricum D8, Ferrum Sesquichloratum Solutum D10, Ferrum Sesquichloratum Solutum D200, Ferrum Muriaticum D30, Ferrum Muriaticum D4, Ferrum Sulfuricum D10, Ferrum Sulfuricum D200, Ferrum Sulfuricum D30, Ferrum Sulfuricum D6, Filipendula Ulmaria D10, Filipendula Ulmaria D2, Filipendula Ulmaria D200, Filipendula Ulmaria D30"
5719,"Ferrum Metallicum Dil. D30, Ferrum Metallicum Dil. D200, Ferrum Phosphoricum Dil. D30, Ferrum Phosphoricum Dil. D200, Ferrum Sulfuricum Dil. D10, Ferrum Sulfuricum Dil. D30, Ferrum Sulfuricum Dil. D200, Ferrum Sesquichloratum Solutum Dil. D10, Ferrum Sesquichloratum Solutum Dil. D30, Ferrum Sesquichloratum Solutum Dil. D200, Filipendula Ulmaria Dil. D10, Filipendula Ulmaria Dil. D30, Filipendula Ulmaria Dil. D200, Ferrum Sesquichloratum Solutum Dil. D4, Ferrum Sulfuricum Dil. D6, Ferrum Metallicum Dil. D8, Filipendula Ulmaria Dil. D2, Ferrum Phosphoricum Dil. D8"
5720,"Ferrum Phosphoricum Dil. D 10, Filipendula Ulmaria Dil. D4, Ferrum Metallicum Dil. D10, Ferrum Metallicum Dil. D30, Ferrum Metallicum Dil. D200, Ferrum Phosphoricum Dil. D30, Ferrum Phosphoricum Dil. D200, Ferrum Sulfuricum Dil. D10, Ferrum Sulfuricum Dil. D30, Ferrum Sulfuricum Dil. D200, Ferrum Sesquichloratum Solutum Dil. D6, Ferrum Sesquichloratum Solutum Dil. D10, Ferrum Sesquichloratum Solutum Dil. D30, Ferrum Sesquichloratum Solutum Dil. D200, Filipendula Ulmaria Dil. D10, Filipendula Ulmaria Dil. D30, Filipendula Ulmaria Dil. D200, Ferrum Sulfuricum Dil. D8 Aquos"
5721,Ferrum-Quarz Ursubstanz
5722,"Luteinising Hormone (Human), Follicle-Stimulating Hormone"
5723,"Follicle-Stimulating Hormone, Luteinising Hormone"
5724,"Salicylic Acid, Sodium Iodide"
5725,Cefiderocol
5726,Tanacetum Parthenium
5727,"Pheniramine Maleate, Tetryzoline Hydrochloride"
5728,"Chlorphenamine Maleate, Tramazoline Hydrochloride"
5729,Fexofenadine
5730,Insulin Aspart
5731,Testa Triticum Tricum
5732,Guar
5733,Gemfibrozil
5734,Sodium Tetradecyl Sulfate
5735,Cardiospermum Halicacabum Ø
5736,Sodium Iodide (131i)
5737,"Echinacea Mother Tincture, Argentum Metallicum Praeparatum Trit. D19, Echinacea Purpurea, Planta Tota Mother Tincture, Chamomilla Recutita, Radix, Ethanol. Decoctum Dil. D2, Papaver Somniferum, Fructus Immat. Dil. D3, Atropa Belladonna Dil. D3"
5738,"Magnesium Aspartate, Pyridoxine Hydrochloride"
5739,Sparsentan
5740,"Dry Extract Refined From Birch Bark, Equivalent To 0.5-1.0 G Birch Bark, Including 84-95 Mg Triterpenes Calculated As The Sum Of Betulin, Betulinic Acid, Erythrodiol, Lupeol And Oleanolic Acid, Extraction Solvent: N-Heptane"
5741,"Nicoboxil, Nonivamide"
5742,"Thick Extract Of Cayenne Pepper (4-7:1), Equivalent To 53 Mg Capsaicinoids Calculated As Capsaicin, Extraction Agent: Ethanol 80% (V/V)"
5743,"Caffeine, Acetylsalicylic Acid Ph. Eur."
5744,"Ascorbic Acid, Paracetamol, Caffeine"
5745,Dabrafenib
5746,"Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Potassium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Lysine Hydrochloride, Magnesium Sulfate Heptahydrate, Sodium Acetate Trihydrate, Zinc Sulphate Heptahydrate, Sodium Glycerophosphate Hydrate, Fish Oil, Rich In Omega-3-Acids"
5747,"Phenazone, Lidocaine Hydrochloride"
5748,Fenfluramine Hydrochloride
5749,Dehydrocholic Acid
5750,Icatibant
5751,"Phenoxyethanol, Aqueous Extract Of Triticum Aestivum"
5752,"Extractum Compositum (1:1,3-1,6) Ex: Agropyri Rhizomate 12,5 P.,allii Cepae Squama 5,0 P.,betulae Folio 10,0 P.,foenugraeci Semine 15,0 P.,petroselini Radice 17,5 P.,solidaginis Herba 5,0 P., Equiseti Herba 10,0 P.,levistici Radice 10,0 P.,polygoni Avicularis Herba 15,0 P."
5753,Phytomenadione
5754,Serenoa Serrulata Fruit Extract
5755,Aqueous Extract Of Triticum Aestivum
5756,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium-L-Lactate"
5757,Metronidazole Benzoate
5758,"Nystatin, Metronidazole"
5759,"Clotrimazole, Metronidazole"
5760,"Sulfadiazine Silver, Cerium Nitrate"
5761,"Sulfadiazine Silver, Cerium(Iii) Nitrate, Hexahydrate"
5762,Sulfadiazine Silver Micronised
5763,"Ledum Palustre Dil. D4, Toxicodendron Quercifolium Dil. D12, Guajacum Dil. D4, Bellis Perennis Spag. Peka Dil. D8, Arnica Montana Spag. Peka Dil. D12, Bryonia Spag. Peka Dil. D4, Viscum Album Spag. Peka Dil. D4, Ruta Graveolens Spag. Peka Dil. D6"
5764,"Amoxicillin Trihydrate, Flucloxacillin Sodium"
5765,Fluorometholone Acetate
5766,"Magnesium Glycerophosphate, Pyridoxine Hydrochloride"
5767,"Clebopride Hydrogen Maleate, Simeticone"
5768,"Artemisia Absinthium D3, Matricaria Recutita D2, Gentiana Lutea D3, Juniperus Communis D3"
5769,"Dry Extract From Soya-Bean Seeds (200-50:1), Containing 80 Mg Of Soy Isoflavones, Extraction Solvent: Ethanol 70% V/V"
5770,"Propolis, Caffeic Acid, Chrysin"
5771,"Glycine Max L. (Soybean) Seed Extractum Siccum , Ethanol 60-70%"
5772,"Standardized Dry Extract Of Soya-Bean (1:100-400), Corresponding To 40 Mg Of Isoflavones, Extraction Solvent: Ethanol 85% (V/V)"
5773,Human Normal Immunoglobulin (Iv)
5774,"Troxerutin, Carbazochrome"
5775,Aesculus Seed Extract
5776,"Aesculus Hippocastanum, Extract"
5777,Flecainide
5778,"Sticta Ø, Honey, Lichen Islandicus / Cladonia Rangiferina / Usnea Barbata (5:2:1), Aqueous Extract (Der 1:6), Star Anise Oil"
5779,Bromhexine Hydrochloride Bp
5780,"Bromhexine Hydrochloride, Extractum Fluidum Aquosum (1:3) Ex: Plantagini Lanceolate Folium Et Verbasci Floribus"
5781,"Docusate Sodium Bp, Glycerol Ph Eur"
5782,Arachis Oil
5783,Extract From Symphytum Officinale (1: 2): Extraction Solvent: Ethanol 60% (V/V)
5784,Comfrey Root Liquid Extract
5785,Ketoprofen Sodium
5786,Cyclobenzaprine Hydrochloride
5787,"Rhus Toxicodendron Mother Tincture, Symphytum Officinale Ex Herba Mother Tincture, Ledum Palustre Mother Tincture"
5788,"Dry Extract From Devil's Claw Root Corresonding To 2.1-2.4 G Of Devil's Claw Root, Extraction Solvent: Ethanol 60% (V/V)"
5789,Tolperisone Hydrochloride
5790,"Preparation Of Symphytum X Uplandicum Herb (Der 0.5-0.7:1), Composed Of 40 % Liquid Extract From Symphytum X Uplandicum Herb, Extraction Solvent: Water, And 60 % Liquid Extract From The Press Residue After Aqueous Extraction Of Symphytum X Uplandicum Herb, Extraction Solvent: Ethanol 30 % (V/V)"
5791,"Allium Cepa D4, Allium Cepa D10, Allium Cepa D15"
5792,Fumagillin
5793,Infliximab
5794,"Gramicidin, Neomycin Sulfate, Fluocinolone Acetonide"
5795,Psyllium
