MedicalProcedure_id,Name,Category,Duration,Cost
X654327,"ΠΡΩΤΟΓΕΝΗΣ ΔΙΑΔΕΡΜΙΚΗ ΔΙΑΥΛΙΚΗ ΜΗΧΑΝΙΚΗ ΘΡΟΜΒΕΚΤΟΜΗ, ΜΗ ΣΤΕΦΑΝΙΑΙΟ ΑΓΓΕΙΟ, ΑΡΤΗΡΙΑΚΟ Ή ΑΡΤΗΡΙΑΚΟ ΠΑΡΑΚΑΜΠΤΗΡΙΟ ΜΟΣΧΕΥΜΑ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΚΤΙΝΟΣΚΟΠΙΚΗ ΚΑΘΟΔΗΓΗΣΗ ΚΑΙ ΕΝΔΟΕΠΕΜΒΑΤΙΚΗ(ΕΣ) ΦΑΡΜΑΚΟΛΟΓΙΚΗ(ΕΣ) ΘΡΟΜΒΟΛΥΤΙΚΗ(ΕΣ) ΕΓΧΥΣΗ(ΕΙΣ); ΑΡΧΙΚΟ ΑΓΓΕΙΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654329,"ΠΡΩΤΟΓΕΝΗΣ ΔΙΑΔΕΡΜΙΚΗ ΔΙΑΥΛΙΚΗ ΜΗΧΑΝΙΚΗ ΘΡΟΜΒΕΚΤΟΜΗ, ΜΗ ΣΤΕΦΑΝΙΑΙΟ ΑΓΓΕΙΟ, ΑΡΤΗΡΙΑΚΟ Ή ΑΡΤΗΡΙΑΚΟ ΠΑΡΑΚΑΜΠΤΗΡΙΟ ΜΟΣΧΕΥΜΑ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΚΤΙΝΟΣΚΟΠΙΚΗ ΚΑΘΟΔΗΓΗΣΗ ΚΑΙ ΕΝΔΟΕΠΕΜΒΑΤΙΚΗ(ΕΣ) ΦΑΡΜΑΚΟΛΟΓΙΚΗ(ΕΣ) ΘΡΟΜΒΟΛΥΤΙΚΗ(ΕΣ) ΕΓΧΥΣΗ(ΕΙΣ); ΔΕΥΤΕΡΟ ΚΑΙ ΚΑΘΕ ΕΠΑΚΟΛΟΥΘΟ(Α) ΑΓΓΕΙΟ(Α) ΤΗΣ ΙΔΙΑΣ ΟΜΑΔΑΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ  ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ  ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΕΠΕΜΒΑΣΗΣ ΜΗΧΑΝΙΚΗΣ ΘΡΟΜΒΕΚΤΟΜΗΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654331,"ΔΕΥΤΕΡΟΓΕΝΗΣ ΔΙΑΔΕΡΜΙΚΗ ΔΙΑΥΛΙΚΗ ΘΡΟΜΒΕΚΤΟΜΗ (Π.Χ., ΜΗ ΠΡΩΤΟΓΕΝΗΣ ΜΗΧΑΝΙΚΗ, ΜΕ ΘΗΛΕΙΑ ΑΠΟΧΗΣ, ΤΕΧΝΙΚΗ ΑΝΑΡΡΟΦΗΣΗΣ), ΜΗ ΣΤΕΦΑΝΙΑΙΟ ΑΓΓΕΙΟ, ΑΡΤΗΡΙΑΚΟ Ή ΑΡΤΗΡΙΑΚΟ ΠΑΡΑΚΑΜΠΤΗΡΙΟ ΜΟΣΧΕΥΜΑ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΚΤΙΝΟΣΚΟΠΙΚΗ ΚΑΘΟΔΗΓΗΣΗ ΚΑΙ ΕΝΔΟΕΠΕΜΒΑΤΙΚΕΣ ΦΑΡΜΑΚΟΛΟΓΙΚΕΣ ΘΡΟΜΒΟΛΥΤΙΚΕΣ ΕΝΕΣΕΙΣ, ΕΚΤΕΛΟΥΜΕΝΗ ΣΕ ΣΥΝΔΥΑΣΜΟ ΜΕ ΑΛΛΗ ΔΙΑΔΕΡΜΙΚΗ ΠΑΡΕΜΒΑΣΗ ΕΚΤΟΣ ΤΗΣ ΠΡΩΤΟΓΕΝΟΥΣ ΜΗΧΑΝΙΚΗΣ ΘΡΟΜΒΕΚΤΟΜΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ  ΒΑΣΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654333,"ΔΙΑΔΕΡΜΙΚΗ ΔΙΑΥΛΙΚΗ ΜΗΧΑΝΙΚΗ ΘΡΟΜΒΕΚΤΟΜΗ, ΦΛΕΒΑ(ΕΣ), ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΝΔΟΕΠΕΜΒΑΤΙΚΕΣ ΦΑΡΜΑΚΟΛΟΓΙΚΕΣ ΘΡΟΜΒΟΛΥΤΙΚΕΣ ΕΝΕΣΕΙΣ ΚΑΙ ΑΚΤΙΝΟΣΚΟΠΙΚΗ ΚΑΘΟΔΗΓΗΣΗ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654335,"ΔΙΑΔΕΡΜΙΚΗ ΔΙΑΥΛΙΚΗ ΜΗΧΑΝΙΚΗ ΘΡΟΜΒΕΚΤΟΜΗ, ΦΛΕΒΑ(ΕΣ), ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΝΔΟΕΠΕΜΒΑΤΙΚΕΣ ΦΑΡΜΑΚΟΛΟΓΙΚΕΣ ΘΡΟΜΒΟΛΥΤΙΚΕΣ ΕΓΧΥΣΕΙΣ ΚΑΙ ΑΚΤΙΝΟΣΚΟΠΙΚΗ ΚΑΘΟΔΗΓΗΣΗ, ΕΠΑΝΑΛΑΜΒΑΝΟΜΕΝΗ ΘΕΡΑΠΕΙΑ ΣΕ ΕΠΟΜΕΝΗ  ΜΕΡΑ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΘΡΟΜΒΟΛΥΤΙΚΗΣ ΘΕΡΑΠΕΙΑΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654349,"ΘΡΟΜΒΟΛΥΣΗ, ΕΓΚΕΦΑΛΙΚΗ, ΜΕΣΩ ΕΝΔΟΦΛΕΒΙΑΣ ΕΓΧΥΣΗΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654359,ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΒΙΟΨΙΑ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654361,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΘΕΡΑΠΕΙΑ, ΕΓΧΥΣΗ ΓΙΑ ΘΡΟΜΒΟΛΥΣΗ ΑΛΛΗ ΕΚΤΟΣ ΣΤΕΦΑΝΙΑΙΟΥ ΑΓΓΕΙΟΥ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654363,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΘΕΡΑΠΕΙΑ, ΕΓΧΥΣΗ ΕΚΤΟΣ ΘΡΟΜΒΟΛΥΤΙΚΗΣ, ΟΠΟΙΟΣΔΗΠΟΤΕ ΤΥΠΟΣ (Π.Χ., ΣΠΑΣΜΟΛΥΤΙΚΗ, ΑΓΓΕΙΟΣΥΣΠΑΣΤΙΚΗ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654365,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΑΝΑΚΤΗΣΗ, ΔΙΑΔΕΡΜΙΚΗ, ΕΝΔΑΓΓΕΙΑΚΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ (Π.Χ. ΡΑΓΕΙΣ ΦΛΕΒΙΚΟΣ Ή ΑΡΤΗΡΙΑΚΟΣ ΚΑΘΕΤΗΡΑΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654367,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΑΠΟΦΡΑΞΗ Ή ΕΜΒΟΛΙΣΜΟΣ (Π.Χ. ΚΑΤΑΣΤΡΟΦΗ ΟΓΚΟΥ, ΕΠΙΤΕΥΞΗ ΑΙΜΟΣΤΑΣΗΣ, ΕΜΒΟΛΙΣΜΟΣ ΑΓΓΕΙΑΚΗΣ ΔΥΣΠΛΑΣΙΑΣ), ΔΙΑΔΕΡΜΙΚΗ, ΚΑΘΕ ΜΕΘΟΔΟΣ, ΕΚΤΟΣ ΚΕΝΤΡΙΚΟΥ ΝΕΥΡΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ, ΚΕΦΑΛΗΣ Ή ΤΡΑΧΗΛΟΥ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654369,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΑΓΓΕΙΑΚΟΥ(ΩΝ) ΣΤΕΝΤ(Σ) (ΕΚΤΟΣ ΣΤΕΦΑΝΙΑΙΟΥ, ΚΑΡΩΤΙΔΑΣ, ΚΑΙ ΣΠΟΝΔΥΛΙΚΟΥ ΑΓΓΕΙΟΥ), ΔΙΑΔΕΡΜΙΚΗ, ΑΡΧΙΚΟ ΑΓΓΕΙΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654371,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΑΓΓΕΙΑΚΟΥ(ΩΝ) ΣΤΕΝΤ(Σ) (ΕΚΤΟΣ ΣΤΕΦΑΝΙΑΙΟΥ, ΚΑΡΩΤΙΔΑΣ, ΚΑΙ ΣΠΟΝΔΥΛΙΚΟΥ ΑΓΓΕΙΟΥ), ΔΙΑΔΕΡΜΙΚΗ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΑΓΓΕΙΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΒΑΣΙΚΗΣ ΕΠΕΜΒΑΣΗΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654373,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΑΓΓΕΙΑΚΟΥ(ΩΝ) ΣΤΕΝΤ(Σ) (ΕΚΤΟΣ ΣΤΕΦΑΝΙΑΙΟΥ, ΑΓΓΕΙΟΥ), ΑΝΟΙΚΤΗ, ΑΡΧΙΚΟ ΑΓΓΕΙΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654375,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΑΓΓΕΙΑΚΟΥ(ΩΝ) ΣΤΕΝΤ(Σ) (ΕΚΤΟΣ ΣΤΕΦΑΝΙΑΙΟΥ, ΑΓΓΕΙΟΥ), ΑΝΟΙΚΤΗ; ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΑΓΓΕΙΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ  ΚΩΔΙΚΟΥ ΤΗΣ ΒΑΣΙΚΗΣ ΕΠΕΜΒΑΣΗΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654377,ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΗΔΗ ΤΟΠΟΘΕΤΗΜΕΝΟΥ ΕΝΔΑΓΓΕΙΑΚΟΥ ΚΑΘΕΤΗΡΑ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΘΡΟΜΒΟΛΥΤΙΚΗΣ ΘΕΡΑΠΕΙΑΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654379,"ΕΜΒΟΛΙΣΜΟΣ ΙΝΟΜΥΩΜΑΤΩΝ ΜΗΤΡΑΣ (UFE, ΕΜΒΟΛΙΣΜΟΣ ΤΩΝ ΑΡΤΗΡΙΩΝ ΤΗΣ ΜΗΤΡΑΣ ΓΙΑ ΤΗ ΘΕΡΑΠΕΙΑ ΙΝΟΜΥΩΜΑΤΩΝ, ΛEIOMYΩMATΩΝ), ΔΙΑΔΕΡΜΙΚΗ ΠΡΟΣΠΕΛΑΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΗΣ ΑΓΓΕΙΑΚΗΣ ΠΡΟΣΒΑΣΗΣ, ΤΗΣ ΕΠΙΛΟΓΗΣ ΑΓΓΕΙΩΝ, ΤΟΥ ΕΜΒΟΛΙΣΜΟΥ, ΚΑΙ ΟΛΗΣ ΤΗΣ ΑΚΤΙΝΟΛΟΓΙΚΗΣ ΠΑΡΑΚΟΛΟΥΘΗΣΗΣ ΚΑΙ ΕΡΜΗΝΕΙΑΣ, THΣ ΕΝΔΟΕΠΕΜΒΑΤΙΚΗΣ ΧΑΡΤΟΓΡΑΦΗΣΗΣ, ΚΑΙ ΤΗΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗΣ ΚΑΘΟΔΗΓΗΣΗΣ  ΑΝΑΓΚΑΙΑΣ ΓΙΑ ΤΗΝ ΟΛΟΚΛΗΡΩΣΗ ΤΗΣ ΕΠΕΜΒΑΣΗΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654389,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΑΓΓΕΙΑΚΟΥ(ΩΝ) ΣΤΕΝΤ(Σ), ΤΡΑΧΗΛΙΚΗ ΚΑΡΩΤΙΔΙΚΗ ΑΡΤΗΡΙΑ, ΔΙΑΔΕΡΜΙΚΗ; ΜΕ ΠΡΟΣΤΑΣΙΑ ΑΠΟ ΠΕΡΙΦΕΡΙΚΑ ΕΜΒΟΛΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654391,"ΔΙΑΚΑΘΕΤΗΡΙΑΚΗ ΤΟΠΟΘΕΤΗΣΗ ΕΝΔΑΓΓΕΙΑΚΟΥ(ΩΝ) ΣΤΕΝΤ(Σ), ΤΡΑΧΗΛΙΚΗ ΚΑΡΩΤΙΔΙΚΗ ΑΡΤΗΡΙΑ, ΔΙΑΔΕΡΜΙΚΗ; ΧΩΡΙΣ ΠΡΟΣΤΑΣΙΑ ΑΠΟ ΠΕΡΙΦΕΡΙΚΑ ΕΜΒΟΛΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654459,"ΕΝΔΑΓΓΕΙΑΚΗ ΥΠΕΡΗΧΟΓΡΑΦΙΑ (ΜΗ ΣΤΕΦΑΝΙΑΙΟ ΑΓΓΕΙΟ) ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΔΙΑΓΝΩΣΤΙΚΗΣ ΑΞΙΟΛΟΓΗΣΗΣ ΚΑΙ/Ή ΘΕΡΑΠΕΥΤΙΚΗΣ ΠΑΡΕΜΒΑΣΗΣ, ΑΡΧΙΚΟ ΑΓΓΕΙΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ  ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΒΑΣΙΚΗΣ ΕΠΕΜΒΑΣΗΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654461,"ΕΝΔΑΓΓΕΙΑΚΗ ΥΠΕΡΗΧΟΓΡΑΦΙΑ (ΜΗ ΣΤΕΦΑΝΙΑΙΟ ΑΓΓΕΙΟ) ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΔΙΑΓΝΩΣΤΙΚΗΣ ΑΞΙΟΛΟΓΗΣΗΣ ΚΑΙ/Ή ΘΕΡΑΠΕΥΤΙΚΗΣ ΠΑΡΕΜΒΑΣΗΣ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΑΓΓΕΙΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ  ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΒΑΣΙΚΗΣ ΕΠΕΜΒΑΣΗΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654959,"ΑΓΓΕΙΑΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΜΕ ΑΠΟΛΙΝΩΣΗ ΔΙΑΤΙΤΡΑΙΝΟΥΣΩΝ ΦΛΕΒΩΝ, ΥΠΟ ΤΗΝ ΠΕΡΙΤΟΝΙΑ (SEPS)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X654961,ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΑΓΓΕΙΑΚΗΣ ΕΝΔΟΣΚΟΠΗΣΗΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655089,"ΑΠΟΛΙΝΩΣΗ, ΕΣΩ ΣΦΑΓΙΤΙΔΑ ΦΛΕΒΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655159,"ΑΠΟΛΙΝΩΣΗ, ΕΞΩ ΚΑΡΩΤΙΔΙΚΗ ΑΡΤΗΡΙΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655169,"ΑΠΟΛΙΝΩΣΗ, ΕΣΩ Ή ΚΟΙΝΗ ΚΑΡΩΤΙΔΙΚΗ ΑΡΤΗΡΙΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655171,"ΑΠΟΛΙΝΩΣΗ, ΕΣΩ Ή ΚΟΙΝΗ ΚΑΡΩΤΙΔΙΚΗ ΑΡΤΗΡΙΑ, ΜΕ ΒΑΘΜΙΑΙΑ ΣΥΓΚΛΕΙΣΗ, ΟΠΩΣ ΜΕ ΛΑΒΙΔΑ SELVERSTONE Ή CRUTCHFIELD",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655173,ΑΠΟΛΙΝΩΣΗ Ή ΣΥΣΦΙΞΗ ΑΡΤΗΡΙΟΦΛΕΒΙΚΟΥ ΣΥΡΙΓΓΙΟΥ ΑΓΓΕΙΑΚΗΣ ΠΡΟΣΒΑΣΗΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655177,"ΑΠΟΛΙΝΩΣΗ Ή ΒΙΟΨΙΑ, ΚΡΟΤΑΦΙΚΗ ΑΡΤΗΡΙΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655189,"ΑΠΟΛΙΝΩΣΗ, ΜΕΓΑΛΗ ΑΡΤΗΡΙΑ (Π.Χ., ΜΕΤΑΤΡΑΥΜΑΤΙΚΗ, ΡΗΞΗ), ΤΡΑΧΗΛΟΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655191,"ΑΠΟΛΙΝΩΣΗ, ΜΕΓΑΛΗ ΑΡΤΗΡΙΑ (Π.Χ., ΜΕΤΑΤΡΑΥΜΑΤΙΚΗ, ΡΗΞΗ), ΘΩΡΑΚΑΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655193,"ΑΠΟΛΙΝΩΣΗ, ΜΕΓΑΛΗ ΑΡΤΗΡΙΑ (Π.Χ., ΜΕΤΑΤΡΑΥΜΑΤΙΚΗ, ΡΗΞΗ), ΚΟΙΛΙΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655195,"ΑΠΟΛΙΝΩΣΗ, ΜΕΓΑΛΗ ΑΡΤΗΡΙΑ (Π.Χ., ΜΕΤΑΤΡΑΥΜΑΤΙΚΗ, ΡΗΞΗ), ΑΚΡΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655199,"ΔΙΑΚΟΠΗ, ΜΕΡΙΚΗ Ή ΟΛΙΚΗ, ΤΗΣ ΚΑΤΩ ΚΟΙΛΗΣ ΦΛΕΒΑΣ ΜΕ ΣΥΡΡΑΦΗ, ΑΠΟΛΙΝΩΣΗ, ΠΤΥΧΩΣΗ, ΜΕΤΑΛΛΙΚΟ ΣΦΙΓΚΤΗΡΑ, ΕΞΩΑΓΓΕΙΑΚΗ, ΕΝΔΑΓΓΕΙΑΚΗ (ΣΥΣΚΕΥΗ ΟΜΠΡΕΛΑ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655259,ΑΠΟΛΙΝΩΣΗ ΤΗΣ ΜΗΡΙΑΙΑΣ ΦΛΕΒΑΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655279,ΑΠΟΛΙΝΩΣΗ ΤΗΣ ΚΟΙΝΗΣ ΛΑΓΟΝΙΑΣ ΦΛΕΒΑΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655359,"ΑΠΟΛΙΝΩΣΗ ΚΑΙ ΔΙΑΤΟΜΗ ΤΗΣ ΜΕΙΖΟΝΟΣ ΣΑΦΗΝΟΥΣ ΦΛΕΒΑΣ ΣΤΗ ΣΑΦΗΝΟΜΗΡΙΑΙΑ ΣΥΜΒΟΛΗ, Ή ΠΕΡΙΦΕΡΙΚΩΝ ΔΙΑΤΙΤΡΟΝΤΩΝ ΚΛΑΔΩΝ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X655395,"ΑΠΟΛΙΝΩΣΗ, ΔΙΑΤΟΜΗ, ΚΑΙ ΑΠΟΨΙΛΩΣΗ ΤΗΣ ΕΛΑΣΣΟΝΟΣ ΣΑΦΗΝΟΥΣ ΦΛΕΒΑΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
